parents,designation,sku,etat_intitule,name,etat,Regula_price,photo,diameter,width,length,Poids,Epaisseur,Diameter_Largrue_Cote,Longueur,Categories,Tags,Stock,"Sold individually?","Attribute 0 name","Attribute 0 value(s)","Attribute 0 global","Attribute 1 name","Attribute 1 value(s)","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 global"
"Aciers Outils",Z160CDV12,63469,"En Stock","Z160CDV12 EP  72",1,6.13,,45,50,70,1.3,45,50,70,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0802,1,Epaisseur,45,1,Diameter/Largrue/Cote,50,1,Longueur,70,1
"Aciers Outils",40CMD8TrS,63481,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,4.81,,20,25,720,3.5,20,25,720,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,,1,Epaisseur,20,1,Diameter/Largrue/Cote,25,1,Longueur,720,1
"Aciers Outils",Z38CDV5,63488,"En Stock","Z38CDV5 PLAQUE EP 220",1,2.60,,5,70,205,0.8,5,70,205,"Aciers Outils>Z38CDV5",Plat,1,1,Format,Plat,1,AFNOR,Z38CDV5,1,Euronorme,X38CrMoV5,1,NF,A35-590,1,AISI,H11,1,DIN,X38CrMoV5-1,1,Werskstoff,1-2343,1,CCPU,D4294,1,Epaisseur,5,1,Diameter/Largrue/Cote,70,1,Longueur,205,1
"Aciers Outils",Z38CDV5,63489,"En Stock","Z38CDV5 PLAQUE EP 220",1,12.68,,10,205,205,3.9,10,205,205,"Aciers Outils>Z38CDV5",Plat,1,1,Format,Plat,1,AFNOR,Z38CDV5,1,Euronorme,X38CrMoV5,1,NF,A35-590,1,AISI,H11,1,DIN,X38CrMoV5-1,1,Werskstoff,1-2343,1,CCPU,D4294,1,Epaisseur,10,1,Diameter/Largrue/Cote,205,1,Longueur,205,1
"Aciers de Construction et Alliés",XC48,64081,"En Stock","XC48 PLAQUE EP  90 FORMAT LIBRE",1,1.59,,30,90,90,1.9,30,90,90,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D3437,1,Epaisseur,30,1,Diameter/Largrue/Cote,90,1,Longueur,90,1
"Aciers Outils",40CMD8TrS,64083,"En Stock","40CMD8 TR+S EP  60 FORMAT LIBRE",1,4.63,,65,65,110,3.7,65,65,110,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D4291,1,Epaisseur,65,1,Diameter/Largrue/Cote,65,1,Longueur,110,1
"Aciers Outils",40CMD8TrS,64084,"En Stock","40CMD8 TR+S EP  60 FORMAT LIBRE",1,4.00,,65,65,95,3.2,65,65,95,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D4291,1,Epaisseur,65,1,Diameter/Largrue/Cote,65,1,Longueur,95,1
"Aciers de Construction et Alliés",XC48,64112,"En Stock","XC48 PLAQUE EP 120 FORMAT LIBRE",1,2.93,,65,65,120,3.9,65,65,120,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D4272,1,Epaisseur,65,1,Diameter/Largrue/Cote,65,1,Longueur,120,1
"Aciers Outils",Z160CDV12,64117,"En Stock","Z160CDV12 EP  82",1,5.61,,35,50,80,1.1,35,50,80,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0986,1,Epaisseur,35,1,Diameter/Largrue/Cote,50,1,Longueur,80,1
"Plastiques Techniques",PA6Nylon,64136,"En Stock","PA6 E NAT EP 15",1,36.03,,15,55,225,0.2,15,55,225,"Plastiques Techniques>PA6Nylon",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,15,1,Diameter/Largrue/Cote,55,1,Longueur,225,1
"Aciers de Construction et Alliés",XC48,64367,"En Stock","XC48 PLAQUE EP 120 FORMAT LIBRE",1,1.43,,40,60,70,1.9,40,60,70,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D4272,1,Epaisseur,40,1,Diameter/Largrue/Cote,60,1,Longueur,70,1
"Aciers de Construction et Alliés",XC48,64369,"En Stock","XC48 PLAQUE EP 120 FORMAT LIBRE",1,1.20,,40,55,70,1.6,40,55,70,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D4272,1,Epaisseur,40,1,Diameter/Largrue/Cote,55,1,Longueur,70,1
"Aciers Inoxydables",Z33C13,64379,"En Stock","Z33C13 TR LAM D 160",1,16.93,,160,0,35,6,0,160,35,"Aciers Inoxydables>Z33C13",Rond,1,1,Format,Rond,1,AFNOR,Z33C13,1,Euronorme,X30Cr13,1,NF,A35-565-90,1,AISI,420,1,DIN,X30Cr13,1,Werskstoff,1-4028,1,CCPU,NH15978,1,Epaisseur,0,1,Diameter/Largrue/Cote,160,1,Longueur,35,1
"Aciers Outils",40CMD8TrS,64383,"En Stock","P20 EP  30",1,3.71,,30,80,132,2.7,30,80,132,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D2959,1,Epaisseur,30,1,Diameter/Largrue/Cote,80,1,Longueur,132,1
"Aciers de Construction et Alliés",XC48,64384,"En Stock","XC48 PLAQUE EP 120 FORMAT LIBRE",1,1.13,,20,65,120,1.5,20,65,120,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D4272,1,Epaisseur,20,1,Diameter/Largrue/Cote,65,1,Longueur,120,1
"Aciers Outils","TOOLOX 44",64386,"En Stock","TOOLOX 44  EP  84",1,8.28,,30,80,130,2.9,30,80,130,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10019,1,Epaisseur,30,1,Diameter/Largrue/Cote,80,1,Longueur,130,1
"Aciers Outils","TOOLOX 44",64387,"En Stock","TOOLOX 44  EP  84",1,8.28,,30,84,130,2.9,30,84,130,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10019,1,Epaisseur,30,1,Diameter/Largrue/Cote,84,1,Longueur,130,1
"Aciers Outils",Z160CDV12,64392,"En Stock","Z160CDV12 EP  72",1,2.83,,25,45,65,0.6,25,45,65,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,25,1,Diameter/Largrue/Cote,45,1,Longueur,65,1
"Aciers Outils",Z160CDV12,64402,"En Stock","Z160CDV12 EP  72",1,10.38,,35,80,100,2.2,35,80,100,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,35,1,Diameter/Largrue/Cote,80,1,Longueur,100,1
"Aciers Outils",40CMD8TrS,64411,"En Stock","40CMD8 TR+S EP  70 FORMAT LIBRE",1,11.93,,70,85,170,8.3,70,85,170,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3317,1,Epaisseur,70,1,Diameter/Largrue/Cote,85,1,Longueur,170,1
"Aciers Inoxydables",Z16Cn1702,64414,"En Stock","431  D 200  LAMINE  CO",1,57.71,,200,0,65,16.2,0,200,65,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q12311,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,65,1
"Aciers Outils","TOOLOX 44",64418,"En Stock","TOOLOX 44  EP  84",1,27.13,,60,80,225,9.5,60,80,225,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10019,1,Epaisseur,60,1,Diameter/Largrue/Cote,80,1,Longueur,225,1
"Aciers Outils",40CMD8TrS,64423,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,9.21,,75,90,120,6.7,75,90,120,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,75,1,Diameter/Largrue/Cote,90,1,Longueur,120,1
"Aciers Outils","TOOLOX 44",64441,"En Stock","TOOLOX 44  EP  28",1,16.57,,28,128,200,5.8,28,128,200,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10014,1,Epaisseur,28,1,Diameter/Largrue/Cote,128,1,Longueur,200,1
"Aciers Outils","TOOLOX 44",64442,"En Stock","TOOLOX 44  EP  28",1,29.42,,28,175,255,10.3,28,175,255,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10014,1,Epaisseur,28,1,Diameter/Largrue/Cote,175,1,Longueur,255,1
"Aciers Inoxydables",Z16Cn1702,64446,"En Stock","431  D 130  LAMINE",1,14.70,,130,0,35,4.2,130,0,35,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4345,1,Epaisseur,130,1,Diameter/Largrue/Cote,0,1,Longueur,35,1
"Aciers Outils",Z160CDV12,64460,"En Stock","Z160CDV12 EP  72",1,5.66,,40,50,65,1.2,40,50,65,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,40,1,Diameter/Largrue/Cote,50,1,Longueur,65,1
"Aciers Inoxydables",Z16Cn1702,64461,"En Stock","1.4057 (431) PLAQUE FORMAT LIBRE",1,3.63,,15,70,120,1.2,15,70,120,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4572,1,Epaisseur,15,1,Diameter/Largrue/Cote,70,1,Longueur,120,1
"Aciers Outils",Z160CDV12,64464,"En Stock","Z160CDV12 EP  72",1,5.66,,40,50,65,1.2,40,50,65,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,40,1,Diameter/Largrue/Cote,50,1,Longueur,65,1
"Aciers Inoxydables",Z16Cn1702,64465,"En Stock","1.4057 (431) PLAQUE FORMAT LIBRE",1,7.56,,45,55,120,2.5,45,55,120,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4572,1,Epaisseur,45,1,Diameter/Largrue/Cote,55,1,Longueur,120,1
"Aciers Outils",Z160CDV12,64466,"En Stock","Z160CDV12 EP  72",1,4.72,,25,40,100,1,25,40,100,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,25,1,Diameter/Largrue/Cote,40,1,Longueur,100,1
"Aciers Outils",40CMD8TrS,64481,"En Stock","40CMD8 TR+S EP  80 FORMAT LIBRE",1,1.00,,30,45,55,0.8,30,45,55,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D4285,1,Epaisseur,30,1,Diameter/Largrue/Cote,45,1,Longueur,55,1
"Aciers Outils",40CMD8TrS,64483,"En Stock","P20 EP  50",1,2.08,,30,45,145,1.7,30,45,145,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D2959,1,Epaisseur,30,1,Diameter/Largrue/Cote,45,1,Longueur,145,1
"Aciers Outils",Z38CDV5,64487,"En Stock","Z38CDV5 PLAQUE EP 220",1,4.55,,30,70,70,1.4,30,70,70,"Aciers Outils>Z38CDV5",Plat,1,1,Format,Plat,1,AFNOR,Z38CDV5,1,Euronorme,X38CrMoV5,1,NF,A35-590,1,AISI,H11,1,DIN,X38CrMoV5-1,1,Werskstoff,1-2343,1,CCPU,D4294,1,Epaisseur,30,1,Diameter/Largrue/Cote,70,1,Longueur,70,1
"Aciers Outils",Z160CDV12,64492,"En Stock","Z160CDV12 EP  72",1,3.30,,25,40,70,0.7,25,40,70,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,25,1,Diameter/Largrue/Cote,40,1,Longueur,70,1
"Aciers Outils",40CMD8TrS,64495,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,1.38,,22,35,155,1,22,35,155,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,,1,Epaisseur,22,1,Diameter/Largrue/Cote,35,1,Longueur,155,1
"Aciers Outils",40CMD8TrS,64496,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,1.10,,23,60,60,0.8,23,60,60,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,23,1,Diameter/Largrue/Cote,60,1,Longueur,60,1
"Aciers Outils",Z160CDV12,64497,"En Stock","Z160CDV12 EP  72",1,5.66,,40,50,60,1.2,40,50,60,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,,1,Epaisseur,40,1,Diameter/Largrue/Cote,50,1,Longueur,60,1
"Aciers Inoxydables",Z16Cn1702,64504,"En Stock","1.4057 (431) PLAQUE FORMAT LIBRE",1,1.82,,10,55,95,0.6,10,55,95,"Aciers Inoxydables>Z16Cn1702",Plat,1,1,Format,Plat,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,D4572,1,Epaisseur,10,1,Diameter/Largrue/Cote,55,1,Longueur,95,1
"Aciers Outils",Z160CDV12,64505,"En Stock","Z160CDV12 EP  72",1,10.85,,45,72,86,2.3,45,72,86,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,45,1,Diameter/Largrue/Cote,72,1,Longueur,86,1
"Aciers Outils",Z160CDV12,64509,"En Stock","Z160CDV12 EP  72",1,2.83,,25,45,65,0.6,25,45,65,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,25,1,Diameter/Largrue/Cote,45,1,Longueur,65,1
"Aciers de Construction et Alliés",XC48,64511,"En Stock","XC48 EP  60",1,3.17,,60,75,85,3.2,60,75,85,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D4274,1,Epaisseur,60,1,Diameter/Largrue/Cote,75,1,Longueur,85,1
"Aciers Outils",40CMD8TrS,64529,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,1.51,,7,120,120,1.1,7,120,120,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3310,1,Epaisseur,7,1,Diameter/Largrue/Cote,120,1,Longueur,120,1
"Aciers Outils",Z160CDV12,64532,"En Stock","Z160CDV12 EP  72",1,4.25,,35,55,57,0.9,35,55,57,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,35,1,Diameter/Largrue/Cote,55,1,Longueur,57,1
"Aciers Outils","TOOLOX 44",64537,"En Stock","TOOLOX 44  EP  33",1,43.13,,33,90,630,15.1,33,90,630,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10011,1,Epaisseur,33,1,Diameter/Largrue/Cote,90,1,Longueur,630,1
"Aciers de Construction et Alliés",XC48,64539,"En Stock","XC48 EP  60",1,3.07,,35,60,165,3.1,35,60,165,"Aciers de Construction et Alliés>XC48",Plat,1,1,Format,Plat,1,AFNOR,XC48,1,Euronorme,C45,1,NF,A35-551,1,AISI,1045,1,DIN,"Ck 45",1,Werskstoff,1-1191,1,CCPU,D4274,1,Epaisseur,35,1,Diameter/Largrue/Cote,60,1,Longueur,165,1
"Aciers Outils",Z160CDV12,64540,"En Stock","Z160CDV12 EP  72",1,10.85,,45,70,85,2.3,45,70,85,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,45,1,Diameter/Largrue/Cote,70,1,Longueur,85,1
"Aciers Outils",Z160CDV12,64541,"En Stock","Z160CDV12 EP  72",1,4.25,,35,55,56,0.9,35,55,56,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,35,1,Diameter/Largrue/Cote,55,1,Longueur,56,1
"Aciers Outils",Z160CDV12,64550,"En Stock","Z160CDV12 EP  72",1,5.66,,40,55,65,1.2,40,55,65,"Aciers Outils>Z160CDV12",Plat,1,1,Format,Plat,1,AFNOR,Z160CDV12,1,Euronorme,X155CrVMo12-1,1,NF,A35-590,1,AISI,P2,1,DIN,X155CrVMo12-1,1,Werskstoff,1-2379,1,CCPU,C0801,1,Epaisseur,40,1,Diameter/Largrue/Cote,55,1,Longueur,65,1
"Aciers Outils",40CMD8TrS,64570,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,1.65,,25,45,120,1.2,25,45,120,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,25,1,Diameter/Largrue/Cote,45,1,Longueur,120,1
"Aciers Outils",40CMD8TrS,64571,"En Stock","40CMD8 TR+S EP 120 FORMAT LIBRE",1,1.51,,25,45,120,1.1,25,45,120,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3309,1,Epaisseur,25,1,Diameter/Largrue/Cote,45,1,Longueur,120,1
"Aciers Outils","TOOLOX 33",64574,"En Stock","TOOLOX 33  EP  40",1,21.25,,40,40,785,10,40,40,785,"Aciers Outils>TOOLOX 33",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,40,1,Diameter/Largrue/Cote,40,1,Longueur,785,1
"Aciers Outils",40CMD8TrS,64591,"En Stock","40CMD8 TR+S EP  50 FORMAT LIBRE",1,2.75,,40,50,140,2.2,40,50,140,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D4292,1,Epaisseur,40,1,Diameter/Largrue/Cote,50,1,Longueur,140,1
"Aciers Outils",40CMD8TrS,64594,"En Stock","40CMD8 TR+S EP  70 FORMAT LIBRE",1,1.73,,10,90,165,1.2,10,90,165,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3317,1,Epaisseur,10,1,Diameter/Largrue/Cote,90,1,Longueur,165,1
"Aciers Outils",40CMD8TrS,64596,"En Stock","40CMD8 TR+S EP  70 FORMAT LIBRE",1,2.88,,35,45,155,2,35,45,155,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3317,1,Epaisseur,35,1,Diameter/Largrue/Cote,45,1,Longueur,155,1
"Aciers Outils",40CMD8TrS,64598,"En Stock","40CMD8 TR+S EP  70 FORMAT LIBRE",1,3.88,,45,52,130,2.7,45,52,130,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3317,1,Epaisseur,45,1,Diameter/Largrue/Cote,52,1,Longueur,130,1
"Aciers Outils","TOOLOX 44",64602,"En Stock","TOOLOX 44  EP  84",1,28.56,,80,120,122,10,80,120,122,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10019,1,Epaisseur,80,1,Diameter/Largrue/Cote,120,1,Longueur,122,1
"Aciers Outils","TOOLOX 44",64605,"En Stock","TOOLOX 44  EP  84",1,17.71,,84,92,95,6.2,84,92,95,"Aciers Outils>TOOLOX 44",Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q10019,1,Epaisseur,84,1,Diameter/Largrue/Cote,92,1,Longueur,95,1
"Aciers Outils",40CMD8TrS,64609,"En Stock","40CMD8 TR+S EP  70 FORMAT LIBRE",1,1.87,,10,90,165,1.3,10,90,165,"Aciers Outils>40CMD8TrS",Plat,1,1,Format,Plat,1,AFNOR,40CMD8TrS,1,Euronorme,40CrMnMoS8,1,NF,,1,AISI,P20+S,1,DIN,40CrMnMoS8,1,Werskstoff,1-2312,1,CCPU,D3317,1,Epaisseur,10,1,Diameter/Largrue/Cote,90,1,Longueur,165,1
